#,Time of Day,Thread,Module,API,Return Value,Error,Duration
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000004
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,4,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000355fed0, 0, 0x000000000355fed8, MEM_COMMIT | MEM_RESERVE, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000504
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000041
00:00.0,53:36.8,4,KERNELBASE.dll,RtlUpcaseUnicodeChar ( 'A' ),'A',,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,4,KERNELBASE.dll,"NtQueryInformationProcess ( GetCurrentProcess(), ProcessDeviceMap, 0x000000000355fa40, 36, NULL )",STATUS_SUCCESS,,0.0000044
00:00.0,53:36.8,4,KERNELBASE.dll,"RtlDosPathNameToNtPathName_U ( ""A:\"", 0x000000000355fe10, NULL, NULL )",TRUE,,0.0000092
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000004
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000006
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,4,KERNELBASE.dll,"RtlSetThreadErrorMode ( 16, 0x000000000355fe04 )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.8,4,KERNELBASE.dll,"NtOpenFile ( 0x000000000355fe08, SYNCHRONIZE, 0x000000000355fe30, 0x000000000355fe20, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_DIRECTORY_FILE | FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT )",STATUS_NO_MEDIA_IN_DEVICE,0xc0000013 = {No Disk} There is no disk in the drive. Please insert a disk into drive %hs. ,1.0410777
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000007
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000006
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000005
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000004
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000003
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000008
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000214ef90, ""windows_shell_global_counters"" )",,,0.0000008
00:00.0,53:36.8,2,KERNELBASE.dll,"NtOpenSection ( 0x000000000214f028, SECTION_MAP_READ | SECTION_MAP_WRITE, 0x000000000214efb8 )",STATUS_SUCCESS,,0.0000239
00:00.0,53:36.8,2,KERNELBASE.dll,"NtMapViewOfSection ( 0x00000000000001d0, GetCurrentProcess(), 0x000000000214f038, 0, 0, 0x000000000214f030, 0x000000000214f040, ViewShare, 0, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000167
00:00.0,53:36.8,2,KERNELBASE.dll,"NtOpenProcessToken ( GetCurrentProcess(), TOKEN_QUERY, 0x000000000214cd40 )",STATUS_SUCCESS,,0.0000037
00:00.0,53:36.8,2,windows.storage.dll,"NtQueryInformationToken ( 0x00000000000001d4, TokenIsAppContainer, 0x000000000214cce8, 4, 0x000000000214ce80 )",STATUS_SUCCESS,,0.000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
00:00.0,53:36.8,2,apphelp.dll,RtlReleaseSRWLockShared ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.8,2,apphelp.dll,RtlAcquireSRWLockShared ( 0x0000000000138030 ),,,0
